plu_code,language_code,category,commodity,variety,size_label,scientific_name,display_name
4117,EN,Fruits,Apples,Early,Small,Malus domestica,Early Apples
4117,ES,Fruits,Manzanas,Early,Pequeño,Malus domestica,Early Manzanas
4117,FR,Fruits,Pommes,,,,Pommes
4118,EN,Fruits,Apples,Early,Large,Malus domestica,Early Apples
4118,ES,Fruits,Manzanas,Early,Grande,Malus domestica,Early Manzanas
4118,FR,Fruits,Pommes,,,,Pommes
4119,EN,Fruits,Apples,Early,Large,Malus domestica,Early Apples
4119,ES,Fruits,Manzanas,Early,Grande,Malus domestica,Early Manzanas
4119,FR,Fruits,Pommes,,,,Pommes
4120,EN,Fruits,Apples,Fiesta,All Sizes,Malus domestica,Fiesta Apples
4120,ES,Fruits,Manzanas,Fiesta,,Malus domestica,Fiesta Manzanas
4120,FR,Fruits,Pommes,,,,Pommes
4121,EN,Fruits,Apples,Elstar,Small,Malus domestica,Elstar Apples
4121,ES,Fruits,Manzanas,Elstar,Pequeño,Malus domestica,Elstar Manzanas
4121,FR,Fruits,Pommes,,,,Pommes
4122,EN,Fruits,Apples,Sciros,Small,Malus domestica,Sciros Apples
4122,ES,Fruits,Manzanas,Sciros,Pequeño,Malus domestica,Sciros Manzanas
4122,FR,Fruits,Pommes,,,,Pommes
4123,EN,Fruits,Apples,Elstar,Large,Malus domestica,Elstar Apples
4123,ES,Fruits,Manzanas,Elstar,Grande,Malus domestica,Elstar Manzanas
4123,FR,Fruits,Pommes,,,,Pommes
4124,EN,Fruits,Apples,Empire,Small,Malus domestica,Empire Apples
4124,ES,Fruits,Manzanas,Empire,Pequeño,Malus domestica,Empire Manzanas
4124,FR,Fruits,Pommes,,,,Pommes
4125,EN,Fruits,Apples,Empire,Small,Malus domestica,Empire Apples
4125,ES,Fruits,Manzanas,Empire,Pequeño,Malus domestica,Empire Manzanas
4125,FR,Fruits,Pommes,,,,Pommes
4126,EN,Fruits,Apples,Empire,Large,Malus domestica,Empire Apples
4126,ES,Fruits,Manzanas,Empire,Grande,Malus domestica,Empire Manzanas
4126,FR,Fruits,Pommes,,,,Pommes
4127,EN,Fruits,Apples,Empire,Large,Malus domestica,Empire Apples
4127,ES,Fruits,Manzanas,Empire,Grande,Malus domestica,Empire Manzanas
4127,FR,Fruits,Pommes,,,,Pommes
4128,EN,Fruits,Apples,Cripps Pink,Small,Malus domestica,Cripps Pink Apples
4128,ES,Fruits,Manzanas,Cripps Rosa,Pequeño,Malus domestica,Cripps Rosa Manzanas
4128,FR,Fruits,Pommes,,,,Pommes
4129,EN,Fruits,Apples,Fuji,Small,Malus domestica,Fuji Apples
4129,ES,Fruits,Manzanas,Fuji,Pequeño,Malus domestica,Fuji Manzanas
4129,FR,Fruits,Pommes,,,,Pommes
4130,EN,Fruits,Apples,Cripps Pink,Large,Malus domestica,Cripps Pink Apples
4130,ES,Fruits,Manzanas,Cripps Rosa,Grande,Malus domestica,Cripps Rosa Manzanas
4130,FR,Fruits,Pommes,,,,Pommes
4131,EN,Fruits,Apples,Fuji,Large,Malus domestica,Fuji Apples
4131,ES,Fruits,Manzanas,Fuji,Grande,Malus domestica,Fuji Manzanas
4131,FR,Fruits,Pommes,,,,Pommes
4132,EN,Fruits,Apples,Gala,Small,Malus domestica,Gala Apples
4132,ES,Fruits,Manzanas,Gala,Pequeño,Malus domestica,Gala Manzanas
4132,FR,Fruits,Pommes,,,,Pommes
4133,EN,Fruits,Apples,Gala,Small,Malus domestica,Gala Apples
4133,ES,Fruits,Manzanas,Gala,Pequeño,Malus domestica,Gala Manzanas
4133,FR,Fruits,Pommes,,,,Pommes
4134,EN,Fruits,Apples,Gala,Large,Malus domestica,Gala Apples
4134,ES,Fruits,Manzanas,Gala,Grande,Malus domestica,Gala Manzanas
4134,FR,Fruits,Pommes,,,,Pommes
4135,EN,Fruits,Apples,Gala,Large,Malus domestica,Gala Apples
4135,ES,Fruits,Manzanas,Gala,Grande,Malus domestica,Gala Manzanas
4135,FR,Fruits,Pommes,,,,Pommes
4136,EN,Fruits,Apples,Golden Delicious,Small,Malus domestica,Golden Delicious Apples
4136,ES,Fruits,Manzanas,Dorado Delicious,Pequeño,Malus domestica,Dorado Delicious Manzanas
4136,FR,Fruits,Pommes,,,,Pommes
4137,EN,Fruits,Apples,Golden Delicious,Large,Malus domestica,Golden Delicious Apples
4137,ES,Fruits,Manzanas,Dorado Delicious,Grande,Malus domestica,Dorado Delicious Manzanas
4137,FR,Fruits,Pommes,,,,Pommes
4138,EN,Fruits,Apples,Granny Smith,Small,Malus domestica,Granny Smith Apples
4138,ES,Fruits,Manzanas,Granny Smith,Pequeño,Malus domestica,Granny Smith Manzanas
4138,FR,Fruits,Pommes,,,,Pommes
4139,EN,Fruits,Apples,Granny Smith,Small,Malus domestica,Granny Smith Apples
4139,ES,Fruits,Manzanas,Granny Smith,Pequeño,Malus domestica,Granny Smith Manzanas
4139,FR,Fruits,Pommes,,,,Pommes
4140,EN,Fruits,Apples,Idared,Small,Malus domestica,Idared Apples
4140,ES,Fruits,Manzanas,Idarojo,Pequeño,Malus domestica,Idarojo Manzanas
4140,FR,Fruits,Pommes,,,,Pommes
4141,EN,Fruits,Apples,Jonamac,Small,Malus domestica,Jonamac Apples
4141,ES,Fruits,Manzanas,Jonamac,Pequeño,Malus domestica,Jonamac Manzanas
4141,FR,Fruits,Pommes,,,,Pommes
4142,EN,Fruits,Apples,Idared,Large,Malus domestica,Idared Apples
4142,ES,Fruits,Manzanas,Idarojo,Grande,Malus domestica,Idarojo Manzanas
4142,FR,Fruits,Pommes,,,,Pommes
4143,EN,Fruits,Apples,Jonamac,Large,Malus domestica,Jonamac Apples
4143,ES,Fruits,Manzanas,Jonamac,Grande,Malus domestica,Jonamac Manzanas
4143,FR,Fruits,Pommes,,,,Pommes
4144,EN,Fruits,Apples,Jonagold,Small,Malus domestica,Jonagold Apples
4144,ES,Fruits,Manzanas,Jonagold,Pequeño,Malus domestica,Jonagold Manzanas
4144,FR,Fruits,Pommes,,,,Pommes
4145,EN,Fruits,Apples,Jonagold,Small,Malus domestica,Jonagold Apples
4145,ES,Fruits,Manzanas,Jonagold,Pequeño,Malus domestica,Jonagold Manzanas
4145,FR,Fruits,Pommes,,,,Pommes
4146,EN,Fruits,Apples,Jonagold,Large,Malus domestica,Jonagold Apples
4146,ES,Fruits,Manzanas,Jonagold,Grande,Malus domestica,Jonagold Manzanas
4146,FR,Fruits,Pommes,,,,Pommes
4147,EN,Fruits,Apples,Jonagold,Large,Malus domestica,Jonagold Apples
4147,ES,Fruits,Manzanas,Jonagold,Grande,Malus domestica,Jonagold Manzanas
4147,FR,Fruits,Pommes,,,,Pommes
4148,EN,Fruits,Apples,Jonathan,Small,Malus domestica,Jonathan Apples
4148,ES,Fruits,Manzanas,Jonathan,Pequeño,Malus domestica,Jonathan Manzanas
4148,FR,Fruits,Pommes,,,,Pommes
4149,EN,Fruits,Apples,Jonathan,Small,Malus domestica,Jonathan Apples
4149,ES,Fruits,Manzanas,Jonathan,Pequeño,Malus domestica,Jonathan Manzanas
4149,FR,Fruits,Pommes,,,,Pommes
4150,EN,Fruits,Apples,Jonathan,Large,Malus domestica,Jonathan Apples
4150,ES,Fruits,Manzanas,Jonathan,Grande,Malus domestica,Jonathan Manzanas
4150,FR,Fruits,Pommes,,,,Pommes
4151,EN,Fruits,Apples,Jonathan,Large,Malus domestica,Jonathan Apples
4151,ES,Fruits,Manzanas,Jonathan,Grande,Malus domestica,Jonathan Manzanas
4151,FR,Fruits,Pommes,,,,Pommes
4152,EN,Fruits,Apples,Mcintosh,Small,Malus domestica,Mcintosh Apples
4152,ES,Fruits,Manzanas,Mcintosh,Pequeño,Malus domestica,Mcintosh Manzanas
4152,FR,Fruits,Pommes,,,,Pommes
4153,EN,Fruits,Apples,Mcintosh,Small,Malus domestica,Mcintosh Apples
4153,ES,Fruits,Manzanas,Mcintosh,Pequeño,Malus domestica,Mcintosh Manzanas
4153,FR,Fruits,Pommes,,,,Pommes
4154,EN,Fruits,Apples,Mcintosh,Large,Malus domestica,Mcintosh Apples
4154,ES,Fruits,Manzanas,Mcintosh,Grande,Malus domestica,Mcintosh Manzanas
4154,FR,Fruits,Pommes,,,,Pommes
4155,EN,Fruits,Apples,Paulared,Small,Malus domestica,Paulared Apples
4155,ES,Fruits,Manzanas,Paularojo,Pequeño,Malus domestica,Paularojo Manzanas
4155,FR,Fruits,Pommes,,,,Pommes
4156,EN,Fruits,Apples,Gravenstein,Small,Malus domestica,Gravenstein Apples
4156,ES,Fruits,Manzanas,Gravenstein,Pequeño,Malus domestica,Gravenstein Manzanas
4156,FR,Fruits,Pommes,,,,Pommes
4157,EN,Fruits,Apples,Paulared,Large,Malus domestica,Paulared Apples
4157,ES,Fruits,Manzanas,Paularojo,Grande,Malus domestica,Paularojo Manzanas
4157,FR,Fruits,Pommes,,,,Pommes
4158,EN,Fruits,Apples,Gravenstein,Large,Malus domestica,Gravenstein Apples
4158,ES,Fruits,Manzanas,Gravenstein,Grande,Malus domestica,Gravenstein Manzanas
4158,FR,Fruits,Pommes,,,,Pommes
4159,EN,Vegetables,Onions,Vidalia,All Sizes,Allium spp.,Vidalia Onions
4159,ES,Vegetables,Cebollas,Vidalia,Todos los tamaños,Allium spp.,Vidalia Cebollas
4159,FR,Vegetables,Oignons,,,,Oignons
4160,EN,Fruits,Apples,Pippin,Small,Malus domestica,Pippin Apples
4160,ES,Fruits,Manzanas,Pippin,Pequeño,Malus domestica,Pippin Manzanas
4160,FR,Fruits,Pommes,,,,Pommes
4161,EN,Vegetables,Onions,Texas Sweet,All Sizes,Allium spp.,Texas Sweet Onions
4161,ES,Vegetables,Cebollas,Texas Dulce,Todos los tamaños,Allium spp.,Texas Dulce Cebollas
4161,FR,Vegetables,Oignons,,,,Oignons
4162,EN,Fruits,Apples,Pippin,Large,Malus domestica,Pippin Apples
4162,ES,Fruits,Manzanas,Pippin,Grande,Malus domestica,Pippin Manzanas
4162,FR,Fruits,Pommes,,,,Pommes
4163,EN,Vegetables,Onions,Walla Walla,All Sizes,Allium spp.,Walla Walla Onions
4163,ES,Vegetables,Cebollas,Walla Walla,Todos los tamaños,Allium spp.,Walla Walla Cebollas
4163,FR,Vegetables,Oignons,,,,Oignons
4164,EN,Vegetables,Onions,Maui,All Sizes,Allium spp.,Maui Onions
4164,ES,Vegetables,Cebollas,Maui,Todos los tamaños,Allium spp.,Maui Cebollas
4164,FR,Vegetables,Oignons,,,,Oignons
4165,EN,Vegetables,Onions,California Sweet,All Sizes,Allium spp.,California Sweet Onions
4165,ES,Vegetables,Cebollas,California Dulce,Todos los tamaños,Allium spp.,California Dulce Cebollas
4165,FR,Vegetables,Oignons,,,,Oignons
4166,EN,Vegetables,Onions,Other Sweet,All Sizes,Allium spp.,Other Sweet Onions
4166,ES,Vegetables,Cebollas,Other Dulce,Todos los tamaños,Allium spp.,Other Dulce Cebollas
4166,FR,Vegetables,Oignons,,,,Oignons
4167,EN,Fruits,Apples,Red Delicious,Small,Malus domestica,Red Delicious Apples
4167,ES,Fruits,Manzanas,Rojo Delicious,Pequeño,Malus domestica,Rojo Delicious Manzanas
4167,FR,Fruits,Pommes,,,,Pommes
4168,EN,Fruits,Apples,Red Delicious,Large,Malus domestica,Red Delicious Apples
4168,ES,Fruits,Manzanas,Rojo Delicious,Grande,Malus domestica,Rojo Delicious Manzanas
4168,FR,Fruits,Pommes,,,,Pommes
4169,EN,Fruits,Apples,Rome,Small,Malus domestica,Rome Apples
4169,ES,Fruits,Manzanas,Rome,Pequeño,Malus domestica,Rome Manzanas
4169,FR,Fruits,Pommes,,,,Pommes
4170,EN,Fruits,Apples,Rome,Small,Malus domestica,Rome Apples
4170,ES,Fruits,Manzanas,Rome,Pequeño,Malus domestica,Rome Manzanas
4170,FR,Fruits,Pommes,,,,Pommes
4171,EN,Fruits,Apples,Rome,Large,Malus domestica,Rome Apples
4171,ES,Fruits,Manzanas,Rome,Grande,Malus domestica,Rome Manzanas
4171,FR,Fruits,Pommes,,,,Pommes
4172,EN,Fruits,Apples,Rome,Large,Malus domestica,Rome Apples
4172,ES,Fruits,Manzanas,Rome,Grande,Malus domestica,Rome Manzanas
4172,FR,Fruits,Pommes,,,,Pommes
4173,EN,Fruits,Apples,Royal Gala,Small,Malus domestica,Royal Gala Apples
4173,ES,Fruits,Manzanas,Royal Gala,Pequeño,Malus domestica,Royal Gala Manzanas
4173,FR,Fruits,Pommes,,,,Pommes
4174,EN,Fruits,Apples,Royal Gala,Large,Malus domestica,Royal Gala Apples
4174,ES,Fruits,Manzanas,Royal Gala,Grande,Malus domestica,Royal Gala Manzanas
4174,FR,Fruits,Pommes,,,,Pommes
4176,EN,Fruits,Apples,Southern Snap,All Sizes,Malus domestica,Southern Snap Apples
4176,ES,Fruits,Manzanas,Southern Snap,Todos los tamaños,Malus domestica,Southern Snap Manzanas
4176,FR,Fruits,Pommes,,,,Pommes
4177,EN,Fruits,Apples,Spartan,Small,Malus domestica,Spartan Apples
4177,ES,Fruits,Manzanas,Spartan,Pequeño,Malus domestica,Spartan Manzanas
4177,FR,Fruits,Pommes,,,,Pommes
4178,EN,Fruits,Apples,Spartan,Small,Malus domestica,Spartan Apples
4178,ES,Fruits,Manzanas,Spartan,Pequeño,Malus domestica,Spartan Manzanas
4178,FR,Fruits,Pommes,,,,Pommes
4179,EN,Fruits,Apples,Spartan,Large,Malus domestica,Spartan Apples
4179,ES,Fruits,Manzanas,Spartan,Grande,Malus domestica,Spartan Manzanas
4179,FR,Fruits,Pommes,,,,Pommes
4180,EN,Fruits,Apples,Spartan,Large,Malus domestica,Spartan Apples
4180,ES,Fruits,Manzanas,Spartan,Grande,Malus domestica,Spartan Manzanas
4180,FR,Fruits,Pommes,,,,Pommes
4181,EN,Fruits,Apples,Stayman,Small,Malus domestica,Stayman Apples
4181,ES,Fruits,Manzanas,Stayman,Pequeño,Malus domestica,Stayman Manzanas
4181,FR,Fruits,Pommes,,,,Pommes
4182,EN,Fruits,Apples,Sturmer Pippin,All Sizes,Malus domestica,Sturmer Pippin Apples
4182,ES,Fruits,Manzanas,Sturmer Pippin,Todos los tamaños,Malus domestica,Sturmer Pippin Manzanas
4182,FR,Fruits,Pommes,,,,Pommes
4183,EN,Fruits,Apples,Stayman,Large,Malus domestica,Stayman Apples
4183,ES,Fruits,Manzanas,Stayman,Grande,Malus domestica,Stayman Manzanas
4183,FR,Fruits,Pommes,,,,Pommes
4185,EN,Fruits,Apples,York,Small,Malus domestica,York Apples
4185,ES,Fruits,Manzanas,York,Pequeño,Malus domestica,York Manzanas
4185,FR,Fruits,Pommes,,,,Pommes
4186,EN,Fruits,Bananas,Yellow (includes Cavendish),Small,Musa spp.,Yellow (includes Cavendish) Bananas
4186,ES,Fruits,Platanos,Amarillo,Pequeño,Musa spp.,Amarillo Platanos
4186,FR,Fruits,Bananes,,,,Bananes
4187,EN,Fruits,Apples,York,Large,Malus domestica,York Apples
4187,ES,Fruits,Manzanas,York,Grande,Malus domestica,York Manzanas
4187,FR,Fruits,Pommes,,,,Pommes
4188,EN,Fruits,Nectarine,"White Flesh, Tree Ripened, Ready-To-Eat",Small,Prunus persica,"White Flesh, Tree Ripened, Ready-To-Eat Nectarine"
4188,ES,Fruits,Melocoton,"Blanco Flesh, Tree Ripened, Ready-To-Eat",Pequeño,Prunus persica,"Blanco Flesh, Tree Ripened, Ready-To-Eat Melocoton"
4188,FR,Fruits,Nectarines,,,,Nectarines
4189,EN,Fruits,Apples,Winesap,Small,Malus domestica,Winesap Apples
4189,ES,Fruits,Manzanas,Winesap,Pequeño,Malus domestica,Winesap Manzanas
4189,FR,Fruits,Pommes,,,,Pommes
4190,EN,Fruits,Apples,Winesap,Small,Malus domestica,Winesap Apples
4190,ES,Fruits,Manzanas,Winesap,Pequeño,Malus domestica,Winesap Manzanas
4190,FR,Fruits,Pommes,,,,Pommes
4191,EN,Fruits,Apples,Winesap,Large,Malus domestica,Winesap Apples
4191,ES,Fruits,Manzanas,Winesap,Grande,Malus domestica,Winesap Manzanas
4191,FR,Fruits,Pommes,,,,Pommes
4192,EN,Fruits,Apples,Winesap,Large,Malus domestica,Winesap Apples
4192,ES,Fruits,Manzanas,Winesap,Grande,Malus domestica,Winesap Manzanas
4192,FR,Fruits,Pommes,,,,Pommes
4193,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4193,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4193,FR,Fruits,Pommes,,,,Pommes
4194,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4194,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4194,FR,Fruits,Pommes,,,,Pommes
4195,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4195,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4195,FR,Fruits,Pommes,,,,Pommes
4196,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4196,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4196,FR,Fruits,Pommes,,,,Pommes
4197,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4197,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4197,FR,Fruits,Pommes,,,,Pommes
4198,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4198,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4198,FR,Fruits,Pommes,,,,Pommes
4199,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4199,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4199,FR,Fruits,Pommes,,,,Pommes
4200,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4200,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4200,FR,Fruits,Pommes,,,,Pommes
4201,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4201,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4201,FR,Fruits,Pommes,,,,Pommes
4202,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4202,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4202,FR,Fruits,Pommes,,,,Pommes
4203,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4203,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4203,FR,Fruits,Pommes,,,,Pommes
4204,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4204,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4204,FR,Fruits,Pommes,,,,Pommes
4205,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4205,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4205,FR,Fruits,Pommes,,,,Pommes
4206,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4206,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4206,FR,Fruits,Pommes,,,,Pommes
4207,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4207,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4207,FR,Fruits,Pommes,,,,Pommes
4208,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4208,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4208,FR,Fruits,Pommes,,,,Pommes
4209,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4209,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4209,FR,Fruits,Pommes,,,,Pommes
4210,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4210,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4210,FR,Fruits,Pommes,,,,Pommes
4211,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4211,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4211,FR,Fruits,Pommes,,,,Pommes
4212,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4212,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4212,FR,Fruits,Pommes,,,,Pommes
4213,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4213,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4213,FR,Fruits,Pommes,,,,Pommes
4214,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4214,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4214,FR,Fruits,Pommes,,,,Pommes
4215,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4215,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4215,FR,Fruits,Pommes,,,,Pommes
4216,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4216,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4216,FR,Fruits,Pommes,,,,Pommes
4217,EN,Fruits,Apples,Retailer Assigned,All Sizes,Malus domestica,Retailer Assigned Apples
4217,ES,Fruits,Manzanas,Asignado Por La Cadena,Todos los tamaños,Malus domestica,Asignado Por La Cadena Manzanas
4217,FR,Fruits,Pommes,,,,Pommes
4218,EN,Fruits,Apricots,Regular,Small,Prunus armeniaca,Regular Apricots
4218,ES,Fruits,Chabacano / Melocoton,Regular,Pequeño,Prunus armeniaca,Regular Chabacano / Melocoton
4218,FR,Fruits,Abricots,,,,Abricots
4219,EN,Fruits,Apricots,Retailer Assigned,All Sizes,Prunus armeniaca,Retailer Assigned Apricots
4219,ES,Fruits,Chabacano / Melocoton,Asignado Por La Cadena,Todos los tamaños,Prunus armeniaca,Asignado Por La Cadena Chabacano / Melocoton
4219,FR,Fruits,Abricots,,,,Abricots
4220,EN,Fruits,Atemoyas,,All Sizes,Annona spp.,Atemoyas
4220,ES,Fruits,Atemoyas,,Todos los tamaños,Annona spp.,Atemoyas
4220,FR,Fruits,Atemoyas,,,,Atemoyas
4221,EN,Fruits,Avocados,Green,Small,Persea americana,Green Avocados
4221,ES,Fruits,Aguacates,Verde,Pequeño,Persea americana,Verde Aguacates
4221,FR,Fruits,Avocats,,,,Avocats
4222,EN,Fruits,Avocados,Green,Small,Persea americana,Green Avocados
4222,ES,Fruits,Aguacates,Verde,Pequeño,Persea americana,Verde Aguacates
4222,FR,Fruits,Avocats,,,,Avocats
4223,EN,Fruits,Avocados,Green,Large,Persea americana,Green Avocados
4223,ES,Fruits,Aguacates,Verde,Grande,Persea americana,Verde Aguacates
4223,FR,Fruits,Avocats,,,,Avocats
4224,EN,Fruits,Avocados,Green,Large,Persea americana,Green Avocados
4224,ES,Fruits,Aguacates,Verde,Grande,Persea americana,Verde Aguacates
4224,FR,Fruits,Avocats,,,,Avocats
4225,EN,Fruits,Avocados,Hass,Large,Persea americana,Hass Avocados
4225,ES,Fruits,Aguacates,Hass,Grande,Persea americana,Hass Aguacates
4225,FR,Fruits,Avocats,,,,Avocats
4226,EN,Fruits,Avocados,Cocktail/Seedless,All Sizes,Musa spp.,Cocktail/Seedless Avocados
4226,ES,Fruits,Aguacates,Cocktail/Sin Semillas,Todos los tamaños,Musa spp.,Cocktail/Sin Semillas Aguacates
4226,FR,Fruits,Avocats,,,,Avocats
4227,EN,Fruits,Avocados,Retailer Assigned,All Sizes,Persea americana,Retailer Assigned Avocados
4227,ES,Fruits,Aguacates,Asignado Por La Cadena,Todos los tamaños,Persea americana,Asignado Por La Cadena Aguacates
4227,FR,Fruits,Avocats,,,,Avocats
4228,EN,Fruits,Avocados,Retailer Assigned,All Sizes,Persea americana,Retailer Assigned Avocados
4228,ES,Fruits,Aguacates,Asignado Por La Cadena,Todos los tamaños,Persea americana,Asignado Por La Cadena Aguacates
4228,FR,Fruits,Avocats,,,,Avocats
4229,EN,Fruits,Bananas,Burro,All Sizes,Musa spp,Burro Bananas
4229,ES,Fruits,Platanos,Burro,Todos los tamaños,Musa spp,Burro Platanos
4229,FR,Fruits,Bananes,,,,Bananes
4230,EN,Fruits,Bananas,Dominique,All Sizes,Musa spp.,Dominique Bananas
4230,ES,Fruits,Platanos,Dominique,Todos los tamaños,Musa spp.,Dominique Platanos
4230,FR,Fruits,Bananes,,,,Bananes
4231,EN,Fruits,Bananas,Green,All Sizes,Musa spp.,Green Bananas
4231,ES,Fruits,Platanos,Verde,Todos los tamaños,Musa spp.,Verde Platanos
4231,FR,Fruits,Bananes,,,,Bananes
4232,EN,Fruits,Bananas,Leaves,All Sizes,Musa spp.,Leaves Bananas
4232,ES,Fruits,Platanos,Hojas,Todos los tamaños,Musa spp.,Hojas Platanos
4232,FR,Fruits,Bananes,,,,Bananes
4233,EN,Fruits,Bananas,Apple/Manzano,All Sizes,Musa spp.,Apple/Manzano Bananas
4233,ES,Fruits,Platanos,Apple/Manzano,Todos los tamaños,Musa spp.,Apple/Manzano Platanos
4233,FR,Fruits,Bananes,,,,Bananes
4234,EN,Fruits,Bananas,Baby/Nino,All Sizes,Musa spp.,Baby/Nino Bananas
4234,ES,Fruits,Platanos,Baby/Nino,Todos los tamaños,Musa spp.,Baby/Nino Platanos
4234,FR,Fruits,Bananes,,,,Bananes
4235,EN,Fruits,Bananas,Plantain/Macho,All Sizes,Musa ssp,Plantain/Macho Bananas
4235,ES,Fruits,Platanos,Plantain/Macho,Todos los tamaños,Musa ssp,Plantain/Macho Platanos
4235,FR,Fruits,Bananes,,,,Bananes
4236,EN,Fruits,Bananas,Red,All Sizes,Musa spp.,Red Bananas
4236,ES,Fruits,Platanos,Rojo,Todos los tamaños,Musa spp.,Rojo Platanos
4236,FR,Fruits,Bananes,,,,Bananes
4237,EN,Fruits,Bananas,Retailer Assigned,All Sizes,Musa spp.,Retailer Assigned Bananas
4237,ES,Fruits,Platanos,Asignado Por La Cadena,Todos los tamaños,Musa spp.,Asignado Por La Cadena Platanos
4237,FR,Fruits,Bananes,,,,Bananes
